experiment,task,seed,dims,n_train,n_cal,n_test,shift,holes_label,model,model_params,calib_classification,calib_regression,alpha,calib_thresholded,t_values,knn_k,de_weights,ablation,spearman_de_sigma
ce_paper_core_v1,regression,0,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.39274170068542374
ce_paper_core_v1,regression,0,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5432432498108104
ce_paper_core_v1,regression,0,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4729523727380915
ce_paper_core_v1,regression,0,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5659939324984811
ce_paper_core_v1,regression,0,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4109601187400282
ce_paper_core_v1,regression,0,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5304482361120572
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.29962956440739
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.23101253925313395
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.23123271680817833
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.23101253925313395
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.29962956440739
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2955174528793621
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2955174528793621
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.23123271680817833
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5060454245113543
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5846703621675885
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5281680930420214
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5246317896579455
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5910144277536049
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.6006656521664109
ce_paper_core_v1,regression,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.522748063687014
ce_paper_core_v1,regression,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5834692473673098
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.059069623267405606
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.06568908892227199
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,-0.1029165167291288
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.06606023551505863
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2053156998289242
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2053156998289242
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,-0.1029165167291288
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.06568908892227199
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2039179004794744
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.30325325031331146
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3672122133030519
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.37501169325292194
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2101401570350385
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.40591659247914663
ce_paper_core_v1,regression,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2927502236875548
ce_paper_core_v1,regression,1,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4528378012094486
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2550828307707067
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.20269833267458243
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2550828307707067
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2769559877389959
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3209957722489419
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.19476753519188306
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2769559877389959
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3209957722489419
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5725261761315419
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.47180103245025645
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.48629193457298187
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5663217065804246
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4833182783295678
ce_paper_core_v1,regression,1,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.45792419748104773
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5772140493035102
ce_paper_core_v1,regression,1,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5783112425778085
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3364146466036604
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3291731517932867
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2919067269766807
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2919067269766807
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3291731517932867
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.26727923931980885
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.3364146466036604
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.26727923931980885
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5095429543857367
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5739947484986851
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5610136582534125
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5694440068609996
ce_paper_core_v1,regression,2,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5242752800688181
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5456747489186853
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5491668097917004
ce_paper_core_v1,regression,2,2,2000,100,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5682006895501703
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2030586597646642
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2824674571168633
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2030586597646642
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.32954172438542984
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.2824674571168633
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4096463404115836
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.4096463404115836
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.32954172438542984
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5936756564189121
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.48765705941426307
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.49668008367001915
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.6057632984408223
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5163681210920283
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,jackknife_plus,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.6163484665871144
ce_paper_core_v1,regression,2,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.49401865550466206
ce_paper_core_v1,regression,2,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",,split_cp,0.1,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0.5819691944922966
