experiment,task,seed,dims,n_train,n_cal,n_test,shift,holes_label,model,model_params,calib_classification,calib_regression,alpha,calib_thresholded,t_values,knn_k,de_weights,run_dir,signal,auroc,tau
ce_paper_core_v1,classification,0,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal100_modelrf_b00e8542,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal100_modelrf_e7ac79e4,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal100_modelrf_e7ac79e4,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal100_modelrf_e7ac79e4,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal100_modelrf_e7ac79e4,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_1ea601db,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_1ea601db,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_1ea601db,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_1ea601db,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_391bc03c,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_391bc03c,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_391bc03c,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_391bc03c,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_5da4b464,epistemic_de,0.6115914091555223,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_5da4b464,epistemic_density,0.6130907179157651,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_5da4b464,aleatoric_eta,0.4820082948770362,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_5da4b464,random,0.5885955176509577,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_7542222f,epistemic_de,0.6896625709082486,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_7542222f,epistemic_density,0.6903114730077669,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_7542222f,aleatoric_eta,0.45810394992987924,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modeldt_7542222f,random,0.48600150712745704,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_1105bee9,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_1105bee9,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_1105bee9,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_1105bee9,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_82ce81e0,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_82ce81e0,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_82ce81e0,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_82ce81e0,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_9691a7c3,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_9691a7c3,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_9691a7c3,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_9691a7c3,random,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_d48768f1,epistemic_de,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_d48768f1,epistemic_density,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_d48768f1,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,0,2,2000,400,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed0_dims2_ncal400_modelrf_d48768f1,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_9cc4e7bc,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_9cc4e7bc,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_9cc4e7bc,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_9cc4e7bc,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_a292e859,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_a292e859,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_a292e859,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_a292e859,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_cbb0c24a,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_cbb0c24a,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_cbb0c24a,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_cbb0c24a,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_e19f51fd,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_e19f51fd,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_e19f51fd,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modeldt_e19f51fd,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_01c3dabd,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_01c3dabd,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_01c3dabd,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_01c3dabd,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_1d22e6f5,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_1d22e6f5,epistemic_density,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_1d22e6f5,aleatoric_eta,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_1d22e6f5,random,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_2d42bc9f,epistemic_de,nan,0.7
ce_paper_core_v1,classification,1,2,2000,100,2000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 200}",venn_abers,,,,null,40,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_2d42bc9f,epistemic_density,nan,0.7
